Transaction_Amount,Account_Balance,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Card_Age,Transaction_Distance,Is_Weekend,Hour,Day,High_Amount,High_Distance,High_Frequency,Behavior_Risk,Transaction_Type_Bank Transfer,Transaction_Type_Online,Transaction_Type_POS,Device_Type_Mobile,Device_Type_Tablet,Location_Mumbai,Location_New York,Location_Sydney,Location_Tokyo,Merchant_Category_Electronics,Merchant_Category_Groceries,Merchant_Category_Restaurants,Merchant_Category_Travel,Card_Type_Discover,Card_Type_Mastercard,Card_Type_Visa,Authentication_Method_OTP,Authentication_Method_PIN,Authentication_Method_Password,Actual_Fraud,Predicted_Fraud,Fraud_Probability
28.57,8994.36,False,False,9,190.51,77,2064.61,True,2,13,False,True,False,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,0,1,0.45380682580668696
0.14,21661.25,False,False,4,68.5,44,2907.96,False,13,30,False,True,False,1,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,1,1,0.3744659252297007
26.42,81532.25,False,False,9,308.54,234,2039.92,True,5,16,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.2597480493632166
96.72,1931.01,False,False,9,19.53,55,3391.74,False,10,3,False,True,False,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0,0,0.31056735155137727
34.18,33547.58,False,False,2,495.87,157,1523.69,False,10,1,False,True,False,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,0,1,0.4074981863756465
334.63,81735.84,False,False,4,411.2,11,2905.81,True,18,13,False,True,False,1,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1,0.3681873656308589
12.76,33566.31,False,True,3,330.8,221,1388.76,False,21,14,False,True,False,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,0.3905497489312087
67.9,31762.04,False,False,6,334.38,225,4798.31,False,10,27,False,True,False,1,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,1,0,0.30534100417423965
62.28,63879.59,False,False,8,246.32,99,2292.89,False,16,13,False,True,False,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,1,0,0.3116332369825505
24.66,65863.73,False,True,9,124.22,199,23.81,True,15,19,False,False,False,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,0,1,0.465486612907049
103.3,24063.64,False,False,4,365.32,102,3365.0,True,17,20,False,True,False,1,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,0,1,0.4346205235283259
5.6,66617.94,False,False,1,410.36,27,4365.51,False,17,2,False,True,False,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,1,1,0.35297415690934353
60.45,42617.57,False,False,8,254.35,100,4590.99,False,9,20,False,True,False,1,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,0,1,0.4195570111511311
106.96,91249.96,False,False,6,416.07,64,3027.65,False,19,14,False,True,False,1,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,1,1,0.40765477809853495
2.17,63296.62,False,False,6,186.13,142,78.18,False,2,19,False,False,False,0,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0,0,0.34403316312667037
2.81,9344.46,True,False,8,108.63,54,4573.24,False,14,13,False,True,False,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0,0.30596998771592876
4.15,80956.62,False,False,11,337.61,187,2193.29,True,1,30,False,True,True,2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0,1,0.3556451404999922
7.73,38911.73,False,False,13,211.4,103,3166.31,False,0,21,False,True,True,2,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.3144902585606416
102.02,10131.61,False,False,5,84.99,104,2451.73,True,16,30,False,True,False,1,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.3191744025634056
333.9,17762.39,False,False,9,244.69,95,1700.59,True,4,22,False,True,False,1,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,1,0,0.33415310021177874
91.07,22258.46,False,False,8,260.61,79,2087.43,False,12,7,False,True,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,1,0,0.3316383498569385
25.91,57907.95,False,False,1,119.35,172,1752.85,True,5,28,False,True,False,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,0,1,0.37578113475080493
92.17,70471.69,False,False,4,42.88,93,51.35,False,5,7,False,False,False,0,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0,1,0.4136359792855209
7.21,67736.33,False,False,10,439.47,186,3635.89,True,15,7,False,True,False,1,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,0,0.3075203929795643
64.26,67042.35,False,False,12,335.55,140,2853.65,False,23,7,False,True,True,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,1,1,0.3804904686232881
30.31,64877.54,False,True,5,155.48,76,3461.69,True,3,26,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0,0.31610904539997686
37.51,45360.49,False,False,5,185.31,235,1260.62,True,17,22,False,True,False,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,1,0,0.34825464071208895
95.93,26699.85,False,False,4,360.66,148,1011.94,True,2,31,False,True,False,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,0,0,0.3349784337753868
17.22,76293.73,False,False,12,467.68,105,949.2,False,8,22,False,False,True,1,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,0,1,0.3783131796591668
175.47,6627.49,False,False,13,308.56,31,4525.86,True,20,17,False,True,True,2,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0,1,0.455945946697123
44.27,15381.6,False,False,11,173.02,231,3498.27,False,22,24,False,True,True,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0,0,0.3404207918590442
63.89,82301.41,False,False,6,369.76,59,3897.86,False,0,12,False,True,False,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,0,0,0.32641522480884716
124.58,19994.02,False,False,3,391.1,71,3004.63,False,4,21,False,True,False,1,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,0,1,0.43378094373583903
46.75,28494.12,False,False,12,167.62,211,649.04,True,6,24,False,False,True,1,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,1,0.3853545034255665
408.64,26581.43,False,False,4,180.88,36,2619.44,True,12,6,False,True,False,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,0,1,0.46020436307288987
98.21,2370.31,False,False,12,306.49,186,4981.72,False,14,24,False,True,True,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,1,0.41011096875920217
15.27,72187.16,False,False,6,447.11,151,3990.29,True,5,6,False,True,False,1,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,1,0.37826283165136293
64.52,88252.04,False,False,14,322.19,237,512.07,False,2,9,False,False,True,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,0,0,0.30708342838638164
39.24,89828.7,False,False,7,14.93,42,838.03,False,4,3,False,False,False,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0.37928960464780537
50.76,47583.99,False,False,12,382.74,140,3001.9,True,14,3,False,True,True,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,1,0,0.3300939807879815
48.15,58504.51,False,False,4,166.17,21,3520.18,False,12,3,False,True,False,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0,1,0.38436006431510455
132.28,94137.74,False,False,11,125.22,82,2863.0,False,20,8,False,True,True,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,1,0.3749785020798494
15.8,32768.74,False,False,12,464.93,216,1563.26,False,12,8,False,True,True,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,1,0,0.290042589391936
20.32,35663.64,False,False,14,480.81,8,4941.09,True,8,1,False,True,True,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,1,1,0.3829622784072979
112.24,68739.93,False,False,2,90.53,2,3331.4,False,18,12,False,True,False,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0,0,0.3067686087772034
78.11,84216.68,False,False,13,133.41,57,1719.65,True,5,23,False,True,True,2,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,0,1,0.3613942928839586
188.91,59297.71,False,False,5,179.61,173,1653.76,False,13,11,False,True,False,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0,0,0.3129434415133706
91.93,4540.5,False,False,6,71.8,33,2198.25,False,23,20,False,True,False,1,False,False,True,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,1,1,0.3656829156564091
52.74,78548.63,False,False,1,208.46,87,4324.44,True,18,15,False,True,False,1,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0,1,0.44345682577568457
13.71,3969.16,False,False,14,359.95,227,4874.26,False,9,11,False,True,True,2,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,0,0,0.3312204778988272
55.39,49310.81,False,False,13,206.87,209,433.09,True,17,7,False,False,True,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,1,0,0.2822794787551522
256.76,41934.95,False,False,10,253.59,143,967.67,False,23,14,False,False,False,0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0,1,0.4908921873805265
59.76,71776.43,False,False,6,406.81,112,2410.34,False,3,12,False,True,False,1,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,0,1,0.37581278497216347
117.74,22933.2,False,False,7,491.83,113,1134.27,False,4,29,False,True,False,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0.4194327283921671
30.08,13810.12,False,True,8,133.69,195,233.81,True,7,8,False,False,False,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,1,1,0.38544575477172016
14.26,6729.88,False,False,4,303.94,212,4271.94,False,23,25,False,True,False,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0,1,0.36812418122411844
247.48,24050.59,False,False,2,478.24,50,263.43,False,12,10,False,False,False,0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,0,0,0.28024959836839525
35.62,66197.39,False,False,3,114.59,54,2732.14,True,14,22,False,True,False,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,0,1,0.4179938304550149
17.75,10390.75,False,False,2,18.37,197,36.48,False,11,10,False,False,False,0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,0,1,0.35091721898996125
193.58,46529.66,False,False,8,408.96,182,3667.84,False,1,19,False,True,False,1,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0.3520306251958542
24.23,54392.21,False,False,4,491.6,199,4128.77,False,23,28,False,True,False,1,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,1,0.3526266808841807
168.0,36308.87,False,False,1,54.57,101,3124.04,False,5,18,False,True,False,1,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,0,0.2993557892616264
2.74,30300.24,False,False,13,396.53,232,105.62,False,9,19,False,False,True,1,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,0,1,0.43383566437175125
129.45,74642.78,False,False,11,144.45,103,2968.34,False,14,4,False,True,True,2,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1,0.4011189640870694
7.3,52905.46,False,True,4,92.95,147,481.77,True,15,3,False,False,False,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,0,0.3240270874735679
297.26,55549.13,False,False,9,90.73,146,1614.33,False,10,17,False,True,False,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,1,0.4923647631675817
301.35,52939.23,False,False,2,476.99,102,1395.94,False,23,24,False,True,False,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0.3194071875776589
660.02,88107.52,False,False,7,53.69,81,4156.63,False,10,27,True,True,False,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0,0,0.31395892149525706
76.94,13324.94,False,False,7,405.39,99,2141.97,False,18,21,False,True,False,1,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1,0.44019799640620955
13.41,76528.62,False,False,5,124.44,190,1695.96,False,8,11,False,True,False,1,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,1,1,0.43195342423954325
38.95,56293.57,False,False,11,264.13,44,2255.86,False,7,3,False,True,True,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,0,0,0.337159846964915
468.95,39932.98,False,True,2,246.84,137,3176.75,True,22,10,False,True,False,1,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0.34315788613638587
106.34,59225.24,False,False,3,335.55,179,1784.23,True,15,30,False,True,False,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0,1,0.398091073079171
4.89,76575.64,False,False,14,498.37,175,3451.32,True,16,1,False,True,True,2,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1,0,0.3423852669264245
33.68,64799.87,False,False,14,423.17,24,1484.15,False,2,21,False,True,True,2,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,1,0.3559728475960434
54.37,31426.7,False,False,9,310.03,229,4388.01,False,13,15,False,True,False,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,0,0,0.29633475482914734
256.36,22257.72,False,False,5,293.05,51,1158.54,False,0,24,False,True,False,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0.28449450084657607
155.4,22308.74,False,False,1,328.06,85,1243.44,True,6,7,False,True,False,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0,1,0.43857448088905676
119.95,17303.35,False,False,6,79.46,228,1806.97,False,7,14,False,True,False,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,0,1,0.3785924792955984
188.36,44903.33,False,False,13,12.97,100,898.6,False,16,31,False,False,True,1,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1,0,0.3262561278568397
42.95,99916.88,True,False,9,22.4,58,4334.66,False,9,18,False,True,False,1,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1,0.4158413359053614
29.1,89138.45,False,True,5,441.1,51,3113.7,True,0,31,False,True,False,1,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0,1,0.5275178246115673
2.19,43298.29,False,False,2,185.7,174,2848.13,True,14,19,False,True,False,1,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,0,1,0.40619778256777395
3.64,15083.49,False,False,3,327.73,207,2287.07,True,0,18,False,True,False,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,0,0.31031780741044884
0.36,58190.15,False,False,3,133.7,44,1824.45,False,20,27,False,True,False,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,0,1,0.35312685006298966
8.05,65642.47,False,False,3,73.15,112,2203.13,False,14,31,False,True,False,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,0,0,0.2829864252950175
41.36,83564.33,False,False,10,489.19,31,1635.66,False,17,29,False,True,False,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0,0.34792707117197
9.32,71411.71,False,True,2,61.13,66,577.26,False,21,7,False,False,False,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0,0,0.3022717804010241
110.15,58050.66,False,False,4,146.25,137,4248.84,False,9,25,False,True,False,1,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,0,0,0.3498222593522444
144.12,36841.93,False,False,8,157.32,49,2342.55,True,22,24,False,True,False,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,0,1,0.3681826769919872
171.98,32009.33,False,False,13,308.41,58,726.99,False,2,18,False,False,True,1,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,True,0,1,0.4395001895555624
77.36,68188.65,False,False,2,295.33,69,2398.11,False,19,7,False,True,False,1,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,1,0,0.3357642910780536
122.31,4486.62,False,False,2,244.45,4,4851.6,False,0,6,False,True,False,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,1,1,0.41725306883006547
111.78,79247.53,False,False,4,387.27,57,3528.37,False,10,10,False,True,False,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,0,0,0.2829205818527294
58.0,35796.97,False,False,3,146.8,123,2056.3,False,6,16,False,True,False,1,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0.347537708659772
50.84,97613.13,True,False,1,270.24,66,681.98,True,16,16,False,False,False,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,0,1,0.44249557531630135
26.62,93909.42,False,True,8,405.16,138,3331.17,True,23,16,False,True,False,1,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,1,1,0.35337086534052914
45.24,87661.63,False,False,14,240.59,113,797.63,False,8,10,False,False,True,1,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,0,1,0.4192979428421833
29.35,42321.08,False,False,7,320.9,89,3978.76,False,22,7,False,True,False,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,0,1,0.3718070232511144
35.23,829.28,True,False,3,337.25,201,1969.4,False,19,29,False,True,False,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,0,1,0.36772302316125954
85.67,86215.77,False,False,8,388.34,88,2470.83,True,15,14,False,True,False,1,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,0,1,0.49657864249648254
216.38,19942.36,False,True,4,474.34,200,1720.13,True,3,16,False,True,False,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1,1,0.39972193562174163
10.98,64959.98,False,False,10,76.4,21,3017.82,False,6,30,False,True,False,1,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False,1,1,0.3650811856337927
68.03,49440.9,False,False,5,26.63,210,3798.06,True,1,18,False,True,False,1,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0,1,0.38596884223858574
77.14,92239.65,False,False,13,248.81,209,2259.74,True,18,10,False,True,True,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,0,1,0.3681181972061384
27.76,87955.6,False,False,4,193.77,121,1629.95,True,15,4,False,True,False,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0.3486717085765964
112.17,8306.93,False,False,5,200.8,121,2970.31,True,8,11,False,True,False,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0,1,0.436437915455672
70.08,4792.45,False,False,4,45.2,127,1095.37,False,9,22,False,True,False,1,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,0,1,0.39450211569014243
56.54,49776.41,False,False,12,199.0,138,1932.74,False,18,27,False,True,True,2,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,0,0.32867215742164374
46.01,99020.24,False,False,11,114.46,113,96.61,False,15,27,False,False,True,1,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,1,1,0.41248278107782854
131.08,4092.0,False,False,1,443.65,196,4002.88,True,23,7,False,True,False,1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0.4060560100198112
260.55,44437.54,False,False,10,443.57,16,1912.38,False,18,4,False,True,False,1,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,1,0.38923528256438805
37.63,18327.74,False,False,5,313.68,115,809.78,True,12,31,False,False,False,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,1,0,0.34735353873294433
411.42,19205.25,False,False,13,223.15,183,3597.11,True,2,9,False,True,True,2,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,1,0,0.28188860141476263
207.24,5576.67,False,False,9,71.6,97,25.19,False,0,30,False,False,False,0,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,1,1,0.3601037025320603
19.45,24601.0,False,False,1,278.32,167,2825.31,True,12,31,False,True,False,1,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1,1,0.5114868028502321
8.02,22180.29,False,False,5,60.09,199,4346.46,True,0,4,False,True,False,1,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,1,1,0.3552142367221195
154.82,56382.07,False,False,13,178.03,165,86.26,False,1,17,False,False,True,1,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,0,1,0.5359085932576417
3.52,32746.18,False,False,9,262.47,4,2691.64,False,22,23,False,True,False,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0,0,0.32169475951270726
27.65,68693.37,True,False,2,422.13,108,3996.07,False,15,17,False,True,False,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,0,1,0.3774634162267381
196.54,34933.91,False,False,2,317.57,93,3426.72,False,17,15,False,True,False,1,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1,0,0.33917035742712537
41.4,12198.69,False,False,14,338.69,72,60.29,False,19,3,False,False,True,1,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0,0,0.3422802855312064
140.32,79392.37,False,False,14,177.98,226,876.91,False,6,22,False,False,True,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,1,1,0.48106603532751413
23.71,31348.82,False,False,12,217.11,165,1866.18,False,17,26,False,True,True,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0,0,0.31574634024321707
164.5,22273.68,False,False,5,284.67,53,2998.87,True,15,10,False,True,False,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,0,1,0.3978323125576263
86.89,61211.26,False,False,2,98.85,152,2809.02,False,2,15,False,True,False,1,False,True,False,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False,False,0,1,0.40113573405400615
60.17,42950.61,False,False,7,58.18,214,1638.8,False,3,3,False,True,False,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0.3068889898226239
50.06,15471.85,False,False,14,120.32,115,4784.78,False,21,4,False,True,True,2,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0.28310841997933894
73.6,95661.86,False,False,1,417.72,179,426.11,True,20,8,False,False,False,0,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1,1,0.48877597573686077
1.74,46170.37,False,False,1,358.13,174,4955.02,True,22,10,False,True,False,1,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0,1,0.36351221511915255
216.17,33609.3,False,True,5,444.05,45,3513.16,False,5,16,False,True,False,1,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.4525460027627649
5.13,4217.19,False,True,1,464.44,146,3616.72,False,6,19,False,True,False,1,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,0,1,0.40130709739183873
66.96,61492.81,False,False,12,314.1,39,4829.12,False,14,14,False,True,True,2,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0,1,0.35974212267602135
105.92,90419.91,False,False,8,322.94,137,3205.1,True,19,5,False,True,False,1,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,1,0,0.306485705577485
62.52,57962.66,False,False,9,30.43,199,3785.59,True,8,14,False,True,False,1,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0.3645076463212674
10.46,61527.53,False,False,10,386.96,204,370.11,True,10,3,False,False,False,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1,0,0.2848139720258796
177.68,96785.01,False,True,4,202.21,194,4443.9,False,18,17,False,True,False,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.4187214618470518
297.29,52926.25,False,False,6,363.21,231,4632.08,False,3,7,False,True,False,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,0,1,0.38203681847512716
47.89,37828.48,True,False,11,370.08,159,4902.79,True,16,28,False,True,True,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,0,0,0.31922384838443807
53.38,58291.87,True,False,9,80.05,57,3844.51,True,5,23,False,True,False,1,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0,1,0.4055678159918198
170.74,5227.2,False,False,2,293.05,102,2284.78,False,8,13,False,True,False,1,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,0,1,0.41554897929368045
38.82,10710.36,False,False,14,69.8,184,2813.0,False,3,20,False,True,True,2,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,0,1,0.4302919833918921
60.66,92883.54,False,False,3,61.56,70,1091.8,True,6,21,False,True,False,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,0.3625283231222351
8.65,81352.77,False,False,9,102.33,46,2332.97,True,12,3,False,True,False,1,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,0,1,0.40071890945742805
289.02,84775.48,False,False,9,436.49,150,12.91,False,15,21,False,False,False,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,1,0.3862384627638742
15.46,1465.24,False,False,4,445.69,70,3067.75,False,22,28,False,True,False,1,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1,0.35745294638364977
2.88,42235.17,False,False,12,487.55,158,3614.3,False,11,21,False,True,True,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0,1,0.40500505871442677
11.88,1888.23,False,False,12,419.17,127,1208.6,False,6,12,False,True,True,2,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,1,1,0.4418098753612082
157.74,72595.94,False,False,4,116.89,236,2862.79,False,23,13,False,True,False,1,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0,1,0.42565586883107
3.38,17768.56,False,False,1,474.27,86,3428.41,True,7,25,False,True,False,1,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0,0,0.32409978303964604
